CODIGO_MANTENEDORA,RAZAO_SOCIAL,CNPJ,NATUREZA_JURIDICA,CODIGO_IES,NOME_INSTITUICAO,SIGLA,TELEFONE,SITE,EMAIL,ENDERECO,MUNICIPIO,UF,ORGANIZACAO_ACADEMICA,TIPO_CREDENCIAMENTO,CATEGORIA,CATEGORIA_ADMINISTRATIVA,DATA_CRIACAO,CI,ANO_CI,CI_EAD,ANO_CI_EAD,IGC,ANO_IGC,REITOR,REPRESENTANTE_LEGAL,SINALIZACOES,SITUACAO
15532,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE ALAGOAS - IF/AL",10.825.373/0001-55,Pessoa Jurídica de Direito Público - Federal,3160,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE ALAGOAS (IFAL)",IFAL,(82) 3194-1191,www.ifal.edu.br,secgab@ifal.edu.br;pei.reitoria@ifal.edu.br,Rua Doutor Odilon Vasconcelos - 103 - CEP: 57035-660 - Jatiúca,Maceió,AL,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior,Publica,Pública Federal,1999-03-23,4,2015,3,2017,3,2021,,,,Ativa
13489,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE BRASILIA",10.791.831/0001-82,Pessoa Jurídica de Direito Público - Federal,14408,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIENCIA E TECNOLOGIA DE BRASILIA (IFB)",IFB,061 2103 2154,www.ifb.edu.br,reitoria@ifb.edu.br,"Quadra SAUS Quadra 2, Bloco E (Ed. Siderbrás) - S/N - CEP: 70070-020 - Asa Sul",Brasília,DF,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior,Publica,Pública Federal,2008-12-30,5,2021,-,,3,2021,,,,Ativa
14110,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE GOIAS",10.870.883/0001-44,Pessoa Jurídica de Direito Público - Federal,1811,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS (IFG)",IFG,(62)3612-2200,www.ifg.edu.br,gabinete.reitoria@ifg.edu.br,Avenida Assis Chateaubriand - 1658 - CEP: 74130-012 - Setor Oeste,Goiânia,GO,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior,Publica,Pública Federal,1999-03-23,4,2019,-,,4,2021,,,,Ativa
9061,INSTITUTO FEDERAL DE MATO GROSSO,10.784.782/0001-50,Pessoa Jurídica de Direito Público - Federal,3164,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO (IFMT)",IFMT,(65) 3616-4100,www.ifmt.edu.br,gabinete@ifmt.edu.br,Avenida Senador Filinto Müller - 953 - CEP: 78043-400 - Duque de Caxias II,Cuiabá,MT,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior,Publica,Pública Federal,1909-12-31,3,2016,-,,3,2021,,,,Ativa
15019,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE MATO GROSSO DO SUL",10.673.078/0001-20,Pessoa Jurídica de Direito Público - Federal,15520,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO DO SUL (IFMS)",IFMS,(67) 3378-9501,www.ifms.edu.br,reitoria@ifms.edu.br,Rua Ceará - 972 - CEP: 79021-000 - Santa Fé,Campo Grande,MS,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior,Publica,Pública Federal,2008-12-30,4,2023,4,2014,3,2021,,,,Ativa
15642,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE MINAS GERAIS",10.626.896/0001-72,Pessoa Jurídica de Direito Público - Federal,3189,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS (IFMG)",IFMG,(31)25135104,www.ifmg.edu.br,gabinete@ifmg.edu.br,Av. Professor Mário Werneck - 2590 - CEP: 30575-180 - Buritis,Belo Horizonte,MG,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior,Publica,Pública Federal,2002-11-14,4,2017,-,,3,2021,,,,Ativa
16120,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE PERNAMBUCO",10.767.239/0001-45,Pessoa Jurídica de Direito Público - Federal,1809,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO (IFPE)",IFPE,(81) 2125-1656,www.ifpe.edu.br,gabinete@reitoria.ifpe.edu.br,Avenida Professor Luiz Freire - 500 - CEP: 50740-540 - Curado,Recife,PE,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior,Publica,Pública Federal,1999-01-19,4,2017,4,2016,3,2021,,,,Ativa
14814,"INSTITUTO FEDERAL DE EDUCACAO,CIENCIA E TECNOLOGIA DE RONDONIA",10.817.343/0001-05,Pessoa Jurídica de Direito Público - Federal,4785,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE RONDÔNIA (IFRO),IFRO,(69) 2182-9601,www.ifro.edu.br,reitoria@ifro.edu.br,Avenida Calama - 0994 - CEP: 76820-441 - Flodoaldo Pontes Pinto,Porto Velho,RO,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior,Publica,Pública Federal,2006-02-03,4,2017,3,2012,3,2021,,,,Ativa
16809,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE RORAIMA",10.839.508/0001-31,Pessoa Jurídica de Direito Público - Federal,3184,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RORAIMA (IFRR)",IFRR,(95) 36241224,www.ifrr.edu.br,gabinete.reitoria@ifrr.edu.br,Avenida Glaycon de Paiva - 2496 - CEP: 69303-340 - Pricumã,Boa Vista,RR,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior,Publica,Pública Federal,2002-11-14,3,2017,-,,3,2021,,,,Ativa
7040,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE SANTA CATARINA",11.402.887/0001-60,Pessoa Jurídica de Direito Público - Federal,3162,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SANTA CATARINA (IFSC)",IFSC,(48) 3877 9002,www.ifsc.edu.br,reitoria@ifsc.edu.br,Rua 14 de julho - 150 - CEP: 88075-010 - Coqueiros,Florianópolis,SC,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior,Publica,Pública Federal,2002-03-27,4,2017,4,2016,4,2021,,,,Ativa
14163,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE SAO PAULO",10.882.594/0001-65,Pessoa Jurídica de Direito Público - Federal,1810,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO (IFSP)",IFSP,(11) 37754501,www.ifsp.edu.br,pi@ifsp.edu.br,Rua Pedro Vicente - 625 - CEP: 01109-010 - Canindé,São Paulo,SP,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior,Publica,Pública Federal,1999-01-19,4,2017,4,2022,4,2021,,,,Ativa
9073,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE SERGIPE",10.728.444/0001-00,Pessoa Jurídica de Direito Público - Federal,3183,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SERGIPE (IFS)",IFS,(79) 3711-1442,www.ifs.edu.br,reitoria@ifs.edu.br,Avenida Jorge Amado - S/N - CEP: 49025-330 - Jardins,Aracaju,SE,"Instituto Federal de Educação, Ciência e Tecnologia",Presencial - Superior,Publica,Pública Federal,2002-11-14,3,2015,-,,4,2021,,,,Ativa
15014,"INSTITUTO FEDERAL DE EDUCACAO,CIENCIA E TECNOLOGIA DO ACRE",10.918.674/0001-23,Pessoa Jurídica de Direito Público - Federal,15507,"Instituto Federal de Educação, Ciência e Tecnologia do Acre (IFAC)",IFAC,(68)3222-8291,www.ifac.edu.br,reitoria@ifac.edu.br,Via Chico Mendes - 3084 - CEP: 69906-302 - Areal,Rio Branco,AC,"Instituto Federal de Educação, Ciência e Tecnologia",Presencial - Superior,Publica,Pública Federal,2008-12-30,5,2021,-,,3,2021,,,,Ativa
15022,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO AMAPA",10.820.882/0001-95,Pessoa Jurídica de Direito Público - Federal,15522,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO AMAPÁ (IFAP)",IFAP,096-3198.2150,www.ifap.edu.br,reitoria@ifap.edu.br,"Rodovia BR-210, Km 3 - s/n - CEP: 68909-398 - Brasil Novo",Macapá,AP,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior,Publica,Pública Federal,2008-12-30,4,2017,-,,3,2021,,,,Ativa
16583,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO AMAZONAS",10.792.928/0001-00,Pessoa Jurídica de Direito Público - Federal,1812,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO AMAZONAS (IFAM)",IFAM,(92)3303-0003 / 3306-0054 / 3306-0055,http://www2.ifam.edu.br/,gabinete@ifam.edu.br; cpei.proen@ifam.edu.br; proen@ifam.edu.br,Avenida Sete de Setembro - 1975 - CEP: 69020-120 - CENTRO,Manaus,AM,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior,Publica,Pública Federal,2001-03-27,4,2012,4,2020,4,2021,,,,Ativa
13984,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO CEARA",10.744.098/0001-45,Pessoa Jurídica de Direito Público - Federal,1807,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ (IFCE)",IFCE,(85) 34012500,www.ifce.edu.br,reitoria@ifce.edu.br,Rua Jorge Dumar - 1703 - CEP: 60410-426 - Jardim América,Fortaleza,CE,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior,Publica,Pública Federal,1999-03-23,5,2018,-,,3,2021,,,,Ativa
14112,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO ESPIRITO SANTO,10.838.653/0001-06,Pessoa Jurídica de Direito Público - Federal,1808,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO (IFES)",IFES,(27)3357-7500,www.ifes.edu.br,gabinete@ifes.edu.br;moramey@ifes.edu.br;cgacad@ifes.edu.br,Avenida Rio Branco - 50 - CEP: 29056-255 - Santa Lucia,Vitória,ES,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior,Publica,Pública Federal,1999-03-23,4,2017,5,2019,4,2021,,,,Ativa
15676,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO MARANHAO",10.735.145/0001-94,Pessoa Jurídica de Direito Público - Federal,600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO (IFMA)",IFMA,(98) 3218 9001/(98) 3218 9033,www.ifma.edu.br,gabinete@ifma.edu.br,Avenida Getúlio Vargas - 4 - CEP: 65030-005 - Monte Castelo,São Luís,MA,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior,Publica,Pública Federal,1989-11-01,4,2016,4,2019,3,2021,,,,Ativa
5001,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS",10.727.655/0001-10,Pessoa Jurídica de Direito Público - Federal,3188,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS (IFNMG)",IFNMG,(38) 3218-7300,www.ifnmg.edu.br,gabinete@ifnmg.edu.br,Rua Professor Monteiro Fonseca - 216 - CEP: 39400-149 - Vila Brasília,Montes Claros,MG,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior,Publica,Pública Federal,2002-11-14,5,2023,3,2013,3,2021,,,,Ativa
5002,"INSTITUTO FEDERAL DE EDUCACAO,CIENCIA E TECNOLOGIA DO PARA",10.763.998/0001-30,Pessoa Jurídica de Direito Público - Federal,1813,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ (IFPA)",IFPA,(91) 3342-0554,www.ifpa.edu.br,gabinete.reitoria@ifpa.edu.br,Avenida João Paulo II - 514 - CEP: 66840-690 - Castanheira,Belém,PA,"Instituto Federal de Educação, Ciência e Tecnologia",Presencial - Superior,Publica,Pública Federal,1999-03-23,4,2018,-,,4,2021,,,,Ativa
13955,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO PARANA",10.652.179/0001-15,Pessoa Jurídica de Direito Público - Federal,14724,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ (IFPR)",IFPR,(41) 38885267,www.ifpr.edu.br,pesquisainstitucional@ifpr.edu.br,Rua Emílio Bertolini - 54 - CEP: 82920-030 - Cajuru,Curitiba,PR,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior,Publica,Pública Federal,1968-11-14,3,2017,4,2019,3,2021,,,,Ativa
4057,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO PIAUI",10.806.496/0001-49,Pessoa Jurídica de Direito Público - Federal,1820,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ (IFPI)",IFPI,(86) 31311443,www.ifpi.edu.br,reitoria@ifpi.edu.br,Praça da Liberdade - 1597 - CEP: 64000-040 - Centro,Teresina,PI,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior,Publica,Pública Federal,1999-03-23,4,2023,-,,3,2021,,,,Ativa
9113,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO RIO DE JANEIRO",10.952.708/0001-04,Pessoa Jurídica de Direito Público - Federal,3163,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO (IFRJ)",IFRJ,(21) 2566-7730 / (21) 2566-7711,www.ifrj.edu.br,gr@ifrj.edu.br;dipi@ifrj.edu.br;proen@ifrj.edu.br;dpde@ifrj.edu.br;cggrad@ifrj.edu.br,Rua Senador Furtado - 121 - 125 - CEP: 20270-021 - Maracanã,Rio de Janeiro,RJ,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior,Publica,Pública Federal,1999-12-03,4,2015,-,,4,2021,,,,Ativa
8982,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO RIO GRANDE DO NORTE",10.877.412/0001-68,Pessoa Jurídica de Direito Público - Federal,1082,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE (IFRN)",IFRN,(84) 4005 0752. 40050750,http://www.ifrn.edu.br/,gabinete.reitoria@ifrn.edu.br,Avenida Senador Salgado Filho - 1559 - CEP: 59015-000 - Tirol,Natal,RN,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior,Publica,Pública Federal,1999-01-19,4,2016,5,2023,4,2021,,,,Ativa
4126,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO RIO GRANDE DO SUL",10.637.926/0001-46,Pessoa Jurídica de Direito Público - Federal,601,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL (IFRS)",IFRS,(54) 34493343,www.ifrs.edu.br,reitor@ifrs.edu.br,Rua General Osório - 348 - CEP: 95700-000 - Centro,Bento Gonçalves,RS,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior,Publica,Pública Federal,1994-12-27,4,2015,4,2016,4,2021,,,,Ativa
16656,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO SERTAO PERNAMBUCANO",10.830.301/0001-04,Pessoa Jurídica de Direito Público - Federal,3161,"Instituto Federal de Educação, Ciência e Tecnologia do Sertão Pernambucano (IF SERTÃO-PE)",IF SERTÃO-PE,(87) 2101-2350/(87)2101-2356,http://www.ifsertao-pe.edu.br/,reitoria@ifsertao-pe.edu.br,Rua Aristarco Lopes - 240 - CEP: 56302-100 - Centro,Petrolina,PE,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior,Publica,Pública Federal,1999-11-29,4,2023,-,,3,2021,,,,Ativa
9064,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS",10.723.648/0001-40,Pessoa Jurídica de Direito Público - Federal,3279,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS (IFSEMG)",IFSEMG,(32) 32574100,www.ifsudestemg.edu.br,gabinete@ifsudestemg.edu.br,Rua Luz Interior - 360 - CEP: 36030-776 - Estrela Sul - Santa Luzia,Juiz de Fora,MG,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior,Publica,Pública Federal,2008-12-30,5,2023,4,2023,3,2021,,,,Ativa
8622,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",10.648.539/0001-05,Pessoa Jurídica de Direito Público - Federal,4358,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS (IF SUL DE MINAS)",IF SUL DE MINAS,(35)3449-6150,www.ifsuldeminas.edu.br,reitoria@ifsuldeminas.edu.br,Avenida Vicente Simões - 1111 - CEP: 37553-465 - Nova Pouso Alegre,Pouso Alegre,MG,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior,Publica,Pública Federal,2005-05-06,4,2015,4,2014,4,2021,,,,Ativa
9074,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO TOCANTINS",10.742.006/0001-98,Pessoa Jurídica de Direito Público - Federal,4786,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TOCANTINS (IFTO)",IFTO,(63) 3229-2200,www.ifto.edu.br,reitoria@ifto.edu.br,Quadra 202 Sul Avenida Joaquim Teotônio Segurado - 08 - CEP: 77020-450 - Plano Diretor Sul,Palmas,TO,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior,Publica,Pública Federal,2006-02-03,4,2023,4,2017,3,2021,,,,Ativa
9069,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO TRIANGULO MINEIRO",10.695.891/0001-00,Pessoa Jurídica de Direito Público - Federal,3165,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TRIÂNGULO MINEIRO (IFTM)",IFTM,(34)3326-1100,www.iftm.edu.br,reitor@iftm.edu.br;pi.reitoria@iftm.edu.br;rogeriocosta@iftm.edu.br,Avenida Doutor Randolfo Borges Júnior - 2900 - CEP: 38064-300 - Univerdecidade,Uberaba,MG,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior,Publica,Pública Federal,2002-08-19,4,2015,4,2019,4,2021,,,,Ativa
8338,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA FARROUPILHA",10.662.072/0001-58,Pessoa Jurídica de Direito Público - Federal,4098,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA (IFFarroupilha)",IFFarroupilha,(55) 32189800,www.iffarroupilha.edu.br,pesquisainstitucional@iffarroupilha.edu.br,Alameda Santiago do Chile - 195 - CEP: 97050-685 - Nossa Senhora das Dores,Santa Maria,RS,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior,Publica,Pública Federal,2005-01-20,4,2015,5,2023,4,2021,,,,Ativa
9068,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA FLUMINENSE.",10.779.511/0001-07,Pessoa Jurídica de Direito Público - Federal,1120,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE (IF Fluminense)",IF Fluminense,(22) 27375618,www.iff.edu.br,jazevedo@iff.edu.br,Rua Doutor Siqueira - 273 - CEP: 28030-130 - Parque Dom Bosco,Campos dos Goytacazes,RJ,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior,Publica,Pública Federal,1998-01-19,5,2023,-,,3,2021,,,,Ativa
16657,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA GOIANO",10.651.417/0001-78,Pessoa Jurídica de Direito Público - Federal,1303,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO (IF Goiano)",IF Goiano,(62) 36053600,www.ifgoiano.edu.br,pi@ifgoiano.edu.br,"Rua 88 - 32, 34 e 36 - CEP: 74085-010 - Setor Sul",Goiânia,GO,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior,Publica,Pública Federal,1999-05-07,5,2017,-,,4,2021,,,,Ativa
15520,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA SUL-RIO-GRANDENSE - RS",10.729.992/0001-46,Pessoa Jurídica de Direito Público - Federal,1578,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE (IFSul)",IFSul,53 3026 6050,www.ifsul.edu.br,reitoria@ifsul.edu.br,Rua Gonçalves Chaves - 3218 - CEP: 96015-560 - Centro,Pelotas,RS,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior,Publica,Pública Federal,1999-01-20,4,2016,4,2020,4,2021,,,,Ativa
17169,INSTITUTO MILITAR DE ENGENHARIA,08.711.015/0001-70,Pessoa Jurídica de Direito Público - Federal,633,INSTITUTO MILITAR DE ENGENHARIA (IME),IME,(21) 2546 7080,www.ime.eb.br,comando.ime@ime.eb.br,Praça General Tibúrcio - 80 - CEP: 22290-270 - URCA,Rio de Janeiro,RJ,Faculdade,Presencial - Superior,Publica,Pública Federal,1928-12-31,5,2017,-,,5,2021,,,,Ativa
616,PREFEITURA MUNICIPAL DE BEBEDOURO,45.709.920/0001-11,Pessoa Jurídica de Direito Público - Municipal,882,INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE BEBEDOURO VICTÓRIO CARDASSI (IMESB),IMESB,(17) 3345 9366,www.imesb.br,secretaria@imesb.br,Rua Nelson Domingos Madeira - 300 - CEP: 14706-124 - PARQUE ELDORADO,Bebedouro,SP,Faculdade,Presencial - Superior,Publica,Pública Municipal,1988-08-16,-,,-,,3,2021,,,,Ativa
63,INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE CATANDUVA,51.843.795/0001-30,Pessoa Jurídica de Direito Público - Municipal,79,INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE CATANDUVA (IMES CATANDUVA),IMES CATANDUVA,17 3531-2200,www.fafica.br,secretaria@fafica.br,Av. Daniel Dalto S/N - S/N - CEP: 15800-970 - Rural,Catanduva,SP,Faculdade,Presencial - Superior,Publica,Pública Municipal,1967-04-07,-,,-,,3,2021,,,,Ativa
502,INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE SAO MANUEL,51.522.266/0001-35,Pessoa Jurídica de Direito Público - Municipal,745,INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE SÃO MANUEL (IMESSM),IMESSM,14-38413766,www.imessm.edu.br,secretaria@imessm.edu.br,Caixa Postal 126 - Quintino Bocaiuva - S/N - CEP: 18650-000 - APARECIDA DE SÃO MANUEL,São Manuel,SP,Faculdade,Presencial - Superior,Publica,Pública Municipal,1972-12-22,-,,-,,3,2021,,,,Ativa
391,MINISTERIO DA EDUCACAO,00.394.445/0188-17,Pessoa Jurídica de Direito Público - Federal,4016,INSTITUTO NACIONAL DE EDUCAÇÃO DE SURDOS (INES),INES,(21) 2285 5107,www.ines.gov.br,dirge@ines.gov.br,Rua das Laranjeiras - 232 - CEP: 22240-001 - Laranjeiras,Rio de Janeiro,RJ,Faculdade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,2004-07-29,3,2023,4,2023,3,2021,,,,Ativa
15194,POLICIA MILITAR DO DISTRITO FEDERAL,08.942.610/0001-16,Pessoa Jurídica de Direito Público - Federal,16037,Instituto Superior de Ciencias Policiais (ISCP),ISCP,6131906421,www.dec.pm.df.gov.br,pga@iscp.edu.br,Setor SPO - 04 - CEP: 70610-200 - Setores Complementares,Brasília,DF,Faculdade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,2013-08-09,4,2022,-,,-,,,,,Ativa
3345,INSTITUTO SUPERIOR DE EDUCACAO ANTONINO FREIRE - ISEAF,07.524.185/0001-82,Pessoa Jurídica de Direito Público - Estadual,5204,INSTITUTO SUPERIOR DE EDUCAÇÃO ANTONINO FREIRE - ISEAF (ISEAF),ISEAF,(86) 3216 3271,,iseaf2004@yahoo.com.br,Praça Firmina Sobreira - s/n - CEP: 64002-190 - Matinha,Teresina,PI,Faculdade,Presencial - Superior,Publica,Pública Estadual,2004-12-16,-,,-,,-,,,,,Ativa
14983,FUNDACAO CENTRO UNIVERSITARIO ESTADUAL DA ZONA OESTE,10.889.295/0001-52,Pessoa Jurídica de Direito Público - Estadual,5019,INSTITUTO SUPERIOR DE EDUCAÇÃO DA ZONA OESTE (ISE ZONA OESTE),ISE ZONA OESTE,,www.faetec.rj.gov.br,ise.uezo@faetec.rj.gov.br,Rua Manoel Caldeira de Alvarenga - 1203 - CEP: 23070-200 - Quintino-Bocaiúva,Rio de Janeiro,RJ,Faculdade,Presencial - Superior,Publica,Pública Estadual,2006-01-12,-,,-,,-,,,,,Ativa
467,AUTARQUIA MUNICIPAL DO ENSINO SUPERIOR DE GOIANA,11.408.812/0001-97,Pessoa Jurídica de Direito Público - Municipal,4398,INSTITUTO SUPERIOR DE EDUCAÇÃO DE GOIANA (I.S.E.G.),I.S.E.G.,(81) 3626-0517,www.fadimab.edu.br,fadimab@fadimab.edu.br,Rua Poco Rei - S/N - CEP: 55900-000 - CENTRO,Goiana,PE,Faculdade,Presencial - Superior,Publica,Pública Municipal,2004-05-24,-,,-,,SC,2016,,,,Ativa
2331,FUNDACAO UNIVERSITARIA DE ITAPERUNA,39.217.278/0001-50,Pessoa Jurídica de Direito Público - Municipal,3682,INSTITUTO SUPERIOR DE EDUCAÇÃO DO MUNICÍPIO DE ITAPERUNA (ISEMI),ISEMI,(22) 3824 6519,www.funita.edu.br,funita@funita.edu.br,Rua Luis Carlos Ferreira Tirado - 148 - CEP: 28300-000 - Cidade Nova,Itaperuna,RJ,Faculdade,Presencial - Superior,Publica,Pública Municipal,1999-12-16,-,,-,,3,2021,,,,Ativa
